status,circuit_depth,circuit_width,circuit_size,circuit_count_ops,num_qubits,num_clbits,num_ancillas,num_parameters,has_calibrations,has_layout,payload_size,num_gates,execution_type,experiment_type,counts,success_rate,ibm_job_id,ibm_backend,iteration
completed,11,5,17,"{""h"": 8, ""cx"": 5, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2830, ""1"": 1266}",0.69091796875,d09septnhqag008pecgg,ibm_sherbrooke,1
completed,11,5,17,"{""h"": 8, ""cx"": 5, ""y"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""1"": 1397, ""0"": 2699}",0.658935546875,d09sf0m6rr3g008765t0,ibm_sherbrooke,2
completed,11,5,17,"{""h"": 6, ""cx"": 5, ""z"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""1"": 1821, ""0"": 2275}",0.555419921875,d09sf9nkzhn0008v7w90,ibm_sherbrooke,3
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""x"": 2, ""y"": 2, ""z"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2449, ""1"": 1647}",0.597900390625,d09sftfnhqag008ped10,ibm_sherbrooke,4
completed,11,5,17,"{""h"": 6, ""cx"": 5, ""z"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2533, ""1"": 1563}",0.618408203125,d09sg2gd8drg008ymqwg,ibm_sherbrooke,5
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""x"": 2, ""z"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2299, ""1"": 1797}",0.561279296875,d09sg9skzhn0008v7wpg,ibm_sherbrooke,6
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""y"": 2, ""x"": 2, ""z"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2521, ""1"": 1575}",0.615478515625,d09sgjtnhqag008peddg,ibm_sherbrooke,7
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""y"": 2, ""x"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""1"": 1322, ""0"": 2774}",0.67724609375,d09sgrbqnmvg008709f0,ibm_sherbrooke,8
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""x"": 2, ""z"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2455, ""1"": 1641}",0.599365234375,d09sgybnhqag008pedjg,ibm_sherbrooke,9
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""y"": 2, ""x"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2396, ""1"": 1700}",0.5849609375,d09sh4mkzhn0008v7x60,ibm_sherbrooke,10
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""y"": 2, ""x"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2452, ""1"": 1644}",0.5986328125,d09shanqnmvg008709m0,ibm_sherbrooke,11
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""z"": 4, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2336, ""1"": 1760}",0.5703125,d09shkeqnmvg008709rg,ibm_sherbrooke,12
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""s"": 3, ""sdg"": 3, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2353, ""1"": 1743}",0.574462890625,d09sj30qnmvg00870a1g,ibm_sherbrooke,13
completed,11,5,17,"{""h"": 6, ""cx"": 5, ""z"": 2, ""y"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""1"": 1599, ""0"": 2497}",0.609619140625,d09sjc9rxz8g008a4250,ibm_sherbrooke,14
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""x"": 2, ""z"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""1"": 1630, ""0"": 2466}",0.60205078125,d09skh66rr3g0087687g,ibm_sherbrooke,15
completed,11,5,17,"{""h"": 8, ""cx"": 5, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2508, ""1"": 1588}",0.6123046875,d09skrzrxz8g008a42k0,ibm_sherbrooke,16
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""sdg"": 2, ""x"": 2, ""s"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2864, ""1"": 1232}",0.69921875,d09sm00kzhn0008v7y80,ibm_sherbrooke,17
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""x"": 2, ""z"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""1"": 1668, ""0"": 2428}",0.5927734375,d09sm70kzhn0008v7ycg,ibm_sherbrooke,18
completed,11,5,17,"{""cx"": 5, ""h"": 4, ""s"": 2, ""z"": 2, ""sdg"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""0"": 2638, ""1"": 1458}",0.64404296875,d09smdhkzhn0008v7yf0,ibm_sherbrooke,19
completed,11,5,17,"{""h"": 6, ""cx"": 5, ""y"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,ibm,fixed_payload_experiments,"{""1"": 1674, ""0"": 2422}",0.59130859375,d09smmad8drg008ymst0,ibm_sherbrooke,20
completed,13,7,28,"{""h"": 10, ""cx"": 7, ""sdg"": 4, ""s"": 4, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""01"": 722, ""11"": 946, ""10"": 1566, ""00"": 862}",0.21044921875,d09smybqnmvg00870b8g,ibm_sherbrooke,1
completed,13,7,28,"{""h"": 10, ""cx"": 7, ""s"": 3, ""sdg"": 3, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""00"": 2339, ""10"": 346, ""01"": 248, ""11"": 1163}",0.571044921875,d09sn6cnhqag008pef20,ibm_sherbrooke,2
completed,13,7,28,"{""cx"": 7, ""h"": 6, ""z"": 4, ""sdg"": 2, ""s"": 2, ""x"": 2, ""y"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""11"": 735, ""01"": 322, ""00"": 2410, ""10"": 629}",0.58837890625,d09sndx6rr3g0087691g,ibm_sherbrooke,3
completed,13,7,28,"{""cx"": 7, ""h"": 6, ""y"": 4, ""sdg"": 3, ""s"": 3, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""00"": 819, ""11"": 1026, ""10"": 1576, ""01"": 675}",0.199951171875,d09snkenhqag008pef80,ibm_sherbrooke,4
completed,13,7,28,"{""h"": 8, ""cx"": 7, ""sdg"": 4, ""s"": 4, ""x"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""00"": 1921, ""11"": 1035, ""01"": 466, ""10"": 674}",0.468994140625,d09sntqrxz8g008a436g,ibm_sherbrooke,5
completed,13,7,28,"{""z"": 8, ""cx"": 7, ""h"": 6, ""y"": 2, ""measure"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""01"": 506, ""11"": 816, ""00"": 970, ""10"": 1804}",0.23681640625,d09sp28rxz8g008a4390,ibm_sherbrooke,6
completed,13,7,28,"{""h"": 8, ""cx"": 7, ""sdg"": 3, ""s"": 3, ""y"": 2, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""00"": 2356, ""01"": 333, ""10"": 645, ""11"": 762}",0.5751953125,d09sp91nhqag008pefe0,ibm_sherbrooke,7
completed,13,7,28,"{""cx"": 7, ""h"": 6, ""x"": 4, ""y"": 2, ""s"": 2, ""sdg"": 2, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""01"": 932, ""11"": 2069, ""00"": 491, ""10"": 604}",0.119873046875,d09sphad8drg008ymteg,ibm_sherbrooke,8
completed,13,7,28,"{""h"": 8, ""cx"": 7, ""x"": 4, ""y"": 4, ""measure"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""11"": 2113, ""10"": 627, ""01"": 883, ""00"": 473}",0.115478515625,d09sqc5d8drg008ymtpg,ibm_sherbrooke,9
completed,13,7,28,"{""h"": 10, ""cx"": 7, ""y"": 6, ""measure"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""11"": 512, ""10"": 1748, ""00"": 1050, ""01"": 786}",0.25634765625,d09sqmyrxz8g008a43kg,ibm_sherbrooke,10
completed,13,7,28,"{""h"": 8, ""cx"": 7, ""z"": 4, ""x"": 2, ""sdg"": 2, ""s"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""01"": 554, ""10"": 1817, ""00"": 936, ""11"": 789}",0.228515625,d09sqw76rr3g00876a00,ibm_sherbrooke,11
completed,13,7,28,"{""cx"": 7, ""h"": 6, ""x"": 4, ""sdg"": 2, ""z"": 2, ""y"": 2, ""s"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""00"": 403, ""11"": 2034, ""01"": 940, ""10"": 719}",0.098388671875,d09sr30qnmvg00870cdg,ibm_sherbrooke,12
completed,13,7,28,"{""h"": 8, ""cx"": 7, ""y"": 2, ""sdg"": 2, ""x"": 2, ""z"": 2, ""s"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""11"": 786, ""00"": 1032, ""10"": 1549, ""01"": 729}",0.251953125,d09sra1d8drg008ymv40,ibm_sherbrooke,13
completed,13,7,28,"{""cx"": 7, ""h"": 6, ""y"": 6, ""x"": 4, ""measure"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""10"": 744, ""11"": 1986, ""01"": 903, ""00"": 463}",0.113037109375,d09srgjrxz8g008a43xg,ibm_sherbrooke,14
completed,13,7,28,"{""h"": 8, ""cx"": 7, ""z"": 4, ""s"": 2, ""sdg"": 2, ""y"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""11"": 855, ""10"": 809, ""00"": 2004, ""01"": 428}",0.4892578125,d09srr3kzhn0008v80cg,ibm_sherbrooke,15
completed,13,7,28,"{""h"": 8, ""cx"": 7, ""y"": 4, ""s"": 3, ""sdg"": 3, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""10"": 2172, ""00"": 1495, ""11"": 212, ""01"": 217}",0.364990234375,d09stb9qnmvg00870dt0,ibm_sherbrooke,16
completed,13,7,28,"{""h"": 8, ""cx"": 7, ""y"": 4, ""sdg"": 2, ""s"": 2, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""01"": 763, ""11"": 1118, ""00"": 830, ""10"": 1385}",0.20263671875,d09swwvqnmvg00870f2g,ibm_sherbrooke,17
completed,13,7,28,"{""h"": 8, ""cx"": 7, ""s"": 3, ""sdg"": 3, ""y"": 2, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""00"": 885, ""11"": 1066, ""01"": 568, ""10"": 1577}",0.216064453125,d09syhjrxz8g008a46d0,ibm_sherbrooke,18
completed,13,7,28,"{""h"": 8, ""y"": 8, ""cx"": 7, ""x"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""00"": 1040, ""10"": 1672, ""11"": 922, ""01"": 462}",0.25390625,d09t0njd8drg008ymybg,ibm_sherbrooke,19
completed,13,7,28,"{""h"": 8, ""cx"": 7, ""s"": 4, ""sdg"": 4, ""y"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,6,ibm,fixed_payload_experiments,"{""10"": 1250, ""00"": 576, ""01"": 1701, ""11"": 569}",0.140625,d09t2m26rr3g00876ds0,ibm_sherbrooke,20
completed,15,9,39,"{""h"": 10, ""cx"": 9, ""s"": 6, ""sdg"": 6, ""measure"": 3, ""z"": 2, ""x"": 2, ""cz"": 1}",6,3,0,0,False,False,3,9,ibm,fixed_payload_experiments,"{""000"": 297, ""101"": 779, ""111"": 558, ""001"": 748, ""011"": 569, ""110"": 432, ""010"": 399, ""100"": 314}",0.072509765625,d09t2zkqnmvg00870gh0,ibm_sherbrooke,1
