status,circuit_depth,circuit_width,circuit_size,circuit_count_ops,num_qubits,num_clbits,num_ancillas,num_parameters,has_calibrations,has_layout,payload_size,num_gates,execution_type,experiment_type,counts,success_rate,target_depth
completed,13,5,13,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""y"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,1,simulation,target_depth_experiment,"{""0"": 1024}",1.0,13
completed,13,5,13,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""sdg"": 1, ""cz"": 1, ""s"": 1, ""measure"": 1}",4,1,0,0,False,False,1,1,simulation,target_depth_experiment,"{""0"": 1024}",1.0,13
completed,13,5,13,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,1,simulation,target_depth_experiment,"{""0"": 1024}",1.0,13
completed,13,5,13,"{""h"": 6, ""cx"": 5, ""barrier"": 4, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,1,simulation,target_depth_experiment,"{""0"": 1024}",1.0,13
completed,13,5,13,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""sdg"": 1, ""cz"": 1, ""s"": 1, ""measure"": 1}",4,1,0,0,False,False,1,1,simulation,target_depth_experiment,"{""0"": 1024}",1.0,13
completed,13,5,13,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""z"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,1,simulation,target_depth_experiment,"{""0"": 1024}",1.0,13
completed,13,5,13,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,1,simulation,target_depth_experiment,"{""0"": 1024}",1.0,13
completed,13,5,13,"{""h"": 6, ""cx"": 5, ""barrier"": 4, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,1,simulation,target_depth_experiment,"{""0"": 1024}",1.0,13
completed,13,5,13,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""sdg"": 1, ""cz"": 1, ""s"": 1, ""measure"": 1}",4,1,0,0,False,False,1,1,simulation,target_depth_experiment,"{""0"": 1024}",1.0,13
completed,13,5,13,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""z"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,1,simulation,target_depth_experiment,"{""0"": 1024}",1.0,13
completed,15,5,15,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""x"": 2, ""y"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,2,simulation,target_depth_experiment,"{""0"": 1024}",1.0,15
completed,15,7,20,"{""h"": 8, ""cx"": 7, ""barrier"": 4, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,2,simulation,target_depth_experiment,"{""00"": 1024}",1.0,15
completed,15,5,15,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""x"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,2,simulation,target_depth_experiment,"{""0"": 1024}",1.0,15
completed,15,7,20,"{""h"": 8, ""cx"": 7, ""barrier"": 4, ""x"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,2,simulation,target_depth_experiment,"{""00"": 1024}",1.0,15
completed,15,5,15,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""s"": 2, ""sdg"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,2,simulation,target_depth_experiment,"{""0"": 1024}",1.0,15
completed,15,7,20,"{""cx"": 7, ""h"": 6, ""y"": 4, ""barrier"": 4, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,2,simulation,target_depth_experiment,"{""00"": 1024}",1.0,15
completed,15,5,15,"{""h"": 6, ""cx"": 5, ""barrier"": 4, ""sdg"": 1, ""cz"": 1, ""s"": 1, ""measure"": 1}",4,1,0,0,False,False,1,2,simulation,target_depth_experiment,"{""0"": 1024}",1.0,15
completed,15,7,20,"{""cx"": 7, ""h"": 6, ""barrier"": 4, ""z"": 2, ""measure"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1}",5,2,0,0,False,False,2,2,simulation,target_depth_experiment,"{""00"": 1024}",1.0,15
completed,15,5,15,"{""h"": 6, ""cx"": 5, ""barrier"": 4, ""z"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,2,simulation,target_depth_experiment,"{""0"": 1024}",1.0,15
completed,15,7,20,"{""cx"": 7, ""h"": 6, ""barrier"": 4, ""x"": 2, ""measure"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1}",5,2,0,0,False,False,2,2,simulation,target_depth_experiment,"{""00"": 1024}",1.0,15
completed,17,5,17,"{""h"": 6, ""cx"": 5, ""barrier"": 4, ""y"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,simulation,target_depth_experiment,"{""0"": 1024}",1.0,17
completed,17,7,24,"{""cx"": 7, ""h"": 6, ""x"": 4, ""barrier"": 4, ""y"": 2, ""measure"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1}",5,2,0,0,False,False,2,4,simulation,target_depth_experiment,"{""00"": 1024}",1.0,17
completed,17,9,27,"{""cx"": 9, ""h"": 8, ""barrier"": 4, ""measure"": 3, ""s"": 2, ""sdg"": 2, ""y"": 2, ""cz"": 1}",6,3,0,0,False,False,3,3,simulation,target_depth_experiment,"{""000"": 1024}",1.0,17
completed,17,5,17,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""x"": 2, ""z"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,simulation,target_depth_experiment,"{""0"": 1024}",1.0,17
completed,17,7,24,"{""h"": 8, ""cx"": 7, ""barrier"": 4, ""z"": 2, ""x"": 2, ""measure"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1}",5,2,0,0,False,False,2,4,simulation,target_depth_experiment,"{""00"": 1024}",1.0,17
completed,17,9,27,"{""h"": 10, ""cx"": 9, ""barrier"": 4, ""measure"": 3, ""s"": 2, ""sdg"": 2, ""cz"": 1}",6,3,0,0,False,False,3,3,simulation,target_depth_experiment,"{""000"": 1024}",1.0,17
completed,17,5,17,"{""h"": 6, ""cx"": 5, ""barrier"": 4, ""y"": 2, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,simulation,target_depth_experiment,"{""0"": 1024}",1.0,17
completed,17,7,24,"{""h"": 8, ""cx"": 7, ""barrier"": 4, ""x"": 2, ""sdg"": 2, ""s"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,4,simulation,target_depth_experiment,"{""00"": 1024}",1.0,17
completed,17,9,27,"{""h"": 10, ""cx"": 9, ""barrier"": 4, ""measure"": 3, ""x"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1}",6,3,0,0,False,False,3,3,simulation,target_depth_experiment,"{""000"": 1024}",1.0,17
completed,17,5,17,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""x"": 2, ""z"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1, ""measure"": 1}",4,1,0,0,False,False,1,3,simulation,target_depth_experiment,"{""0"": 1024}",1.0,17
completed,19,5,19,"{""h"": 6, ""cx"": 5, ""barrier"": 4, ""y"": 2, ""sdg"": 2, ""s"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,4,simulation,target_depth_experiment,"{""0"": 1024}",1.0,19
completed,19,7,28,"{""h"": 8, ""cx"": 7, ""z"": 6, ""barrier"": 4, ""y"": 2, ""measure"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1}",5,2,0,0,False,False,2,6,simulation,target_depth_experiment,"{""00"": 1024}",1.0,19
completed,19,9,33,"{""h"": 10, ""cx"": 9, ""x"": 4, ""z"": 4, ""barrier"": 4, ""measure"": 3, ""sdg"": 1, ""cz"": 1, ""s"": 1}",6,3,0,0,False,False,3,6,simulation,target_depth_experiment,"{""000"": 1024}",1.0,19
completed,19,11,34,"{""cx"": 11, ""h"": 10, ""barrier"": 4, ""measure"": 4, ""y"": 2, ""sdg"": 2, ""x"": 2, ""s"": 2, ""cz"": 1}",7,4,0,0,False,False,4,4,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,19
completed,19,5,19,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""x"": 2, ""y"": 2, ""z"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,4,simulation,target_depth_experiment,"{""0"": 1024}",1.0,19
completed,19,7,28,"{""h"": 8, ""cx"": 7, ""y"": 4, ""barrier"": 4, ""x"": 2, ""z"": 2, ""measure"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1}",5,2,0,0,False,False,2,6,simulation,target_depth_experiment,"{""00"": 1024}",1.0,19
completed,19,9,33,"{""h"": 10, ""cx"": 9, ""barrier"": 4, ""s"": 3, ""sdg"": 3, ""measure"": 3, ""y"": 2, ""x"": 2, ""cz"": 1}",6,3,0,0,False,False,3,6,simulation,target_depth_experiment,"{""000"": 1024}",1.0,19
completed,19,11,34,"{""h"": 16, ""cx"": 11, ""barrier"": 4, ""measure"": 4, ""sdg"": 1, ""cz"": 1, ""s"": 1}",7,4,0,0,False,False,4,4,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,19
completed,19,5,19,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""sdg"": 2, ""y"": 2, ""z"": 2, ""s"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,4,simulation,target_depth_experiment,"{""0"": 1024}",1.0,19
completed,19,7,28,"{""h"": 12, ""cx"": 7, ""barrier"": 4, ""z"": 2, ""y"": 2, ""measure"": 2, ""s"": 1, ""cz"": 1, ""sdg"": 1}",5,2,0,0,False,False,2,6,simulation,target_depth_experiment,"{""00"": 1024}",1.0,19
completed,21,5,21,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""s"": 3, ""sdg"": 3, ""z"": 2, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,5,simulation,target_depth_experiment,"{""0"": 1024}",1.0,21
completed,21,7,32,"{""h"": 8, ""cx"": 7, ""x"": 4, ""barrier"": 4, ""s"": 3, ""sdg"": 3, ""z"": 2, ""y"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,8,simulation,target_depth_experiment,"{""00"": 1024}",1.0,21
completed,21,9,39,"{""h"": 12, ""cx"": 9, ""sdg"": 4, ""s"": 4, ""x"": 4, ""barrier"": 4, ""measure"": 3, ""y"": 2, ""cz"": 1}",6,3,0,0,False,False,3,9,simulation,target_depth_experiment,"{""000"": 1024}",1.0,21
completed,21,11,42,"{""h"": 16, ""cx"": 11, ""y"": 6, ""barrier"": 4, ""measure"": 4, ""x"": 2, ""sdg"": 1, ""cz"": 1, ""s"": 1}",7,4,0,0,False,False,4,8,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,21
completed,21,13,41,"{""h"": 14, ""cx"": 13, ""measure"": 5, ""z"": 4, ""barrier"": 4, ""x"": 2, ""y"": 2, ""cz"": 1}",8,5,0,0,False,False,5,5,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,21
completed,21,5,21,"{""cx"": 5, ""h"": 4, ""barrier"": 4, ""s"": 3, ""sdg"": 3, ""y"": 2, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,5,simulation,target_depth_experiment,"{""0"": 1024}",1.0,21
completed,21,7,32,"{""cx"": 7, ""h"": 6, ""s"": 5, ""sdg"": 5, ""barrier"": 4, ""y"": 2, ""x"": 2, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,8,simulation,target_depth_experiment,"{""00"": 1024}",1.0,21
completed,21,9,39,"{""h"": 10, ""cx"": 9, ""z"": 6, ""x"": 4, ""barrier"": 4, ""sdg"": 3, ""s"": 3, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,9,simulation,target_depth_experiment,"{""000"": 1024}",1.0,21
completed,21,11,42,"{""cx"": 11, ""h"": 10, ""sdg"": 5, ""s"": 5, ""y"": 4, ""barrier"": 4, ""measure"": 4, ""z"": 2, ""cz"": 1}",7,4,0,0,False,False,4,8,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,21
completed,21,13,41,"{""cx"": 13, ""h"": 12, ""measure"": 5, ""z"": 4, ""barrier"": 4, ""s"": 3, ""sdg"": 3, ""cz"": 1}",8,5,0,0,False,False,5,5,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,21
completed,23,5,23,"{""cx"": 5, ""h"": 4, ""sdg"": 4, ""x"": 4, ""s"": 4, ""barrier"": 4, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,6,simulation,target_depth_experiment,"{""0"": 1024}",1.0,23
completed,23,7,36,"{""h"": 12, ""cx"": 7, ""x"": 6, ""y"": 6, ""barrier"": 4, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,10,simulation,target_depth_experiment,"{""00"": 1024}",1.0,23
completed,23,9,45,"{""h"": 16, ""cx"": 9, ""sdg"": 4, ""s"": 4, ""y"": 4, ""barrier"": 4, ""measure"": 3, ""z"": 2, ""x"": 2, ""cz"": 1}",6,3,0,0,False,False,3,12,simulation,target_depth_experiment,"{""000"": 1024}",1.0,23
completed,23,11,50,"{""h"": 14, ""cx"": 11, ""x"": 8, ""y"": 4, ""barrier"": 4, ""measure"": 4, ""s"": 3, ""sdg"": 3, ""z"": 2, ""cz"": 1}",7,4,0,0,False,False,4,12,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,23
completed,23,13,51,"{""h"": 14, ""cx"": 13, ""s"": 5, ""sdg"": 5, ""measure"": 5, ""y"": 4, ""barrier"": 4, ""x"": 2, ""z"": 2, ""cz"": 1}",8,5,0,0,False,False,5,10,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,23
completed,23,5,23,"{""h"": 8, ""cx"": 5, ""barrier"": 4, ""s"": 2, ""sdg"": 2, ""z"": 2, ""y"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,6,simulation,target_depth_experiment,"{""0"": 1024}",1.0,23
completed,23,7,36,"{""h"": 10, ""cx"": 7, ""x"": 4, ""y"": 4, ""barrier"": 4, ""sdg"": 3, ""s"": 3, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,10,simulation,target_depth_experiment,"{""00"": 1024}",1.0,23
completed,23,9,45,"{""h"": 12, ""cx"": 9, ""z"": 8, ""s"": 5, ""sdg"": 5, ""barrier"": 4, ""measure"": 3, ""x"": 2, ""cz"": 1}",6,3,0,0,False,False,3,12,simulation,target_depth_experiment,"{""000"": 1024}",1.0,23
completed,23,11,50,"{""h"": 14, ""cx"": 11, ""y"": 6, ""x"": 6, ""barrier"": 4, ""measure"": 4, ""sdg"": 3, ""s"": 3, ""z"": 2, ""cz"": 1}",7,4,0,0,False,False,4,12,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,23
completed,23,13,51,"{""h"": 14, ""cx"": 13, ""z"": 8, ""measure"": 5, ""y"": 4, ""barrier"": 4, ""s"": 2, ""sdg"": 2, ""x"": 2, ""cz"": 1}",8,5,0,0,False,False,5,10,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,23
completed,25,5,25,"{""x"": 6, ""cx"": 5, ""h"": 4, ""z"": 4, ""y"": 4, ""barrier"": 4, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,7,simulation,target_depth_experiment,"{""0"": 1024}",1.0,25
completed,25,7,40,"{""h"": 12, ""cx"": 7, ""x"": 6, ""sdg"": 4, ""s"": 4, ""barrier"": 4, ""y"": 2, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,12,simulation,target_depth_experiment,"{""00"": 1024}",1.0,25
completed,25,9,51,"{""h"": 14, ""cx"": 9, ""x"": 8, ""s"": 6, ""sdg"": 6, ""barrier"": 4, ""measure"": 3, ""z"": 2, ""y"": 2, ""cz"": 1}",6,3,0,0,False,False,3,15,simulation,target_depth_experiment,"{""000"": 1024}",1.0,25
completed,25,11,58,"{""h"": 12, ""cx"": 11, ""s"": 10, ""sdg"": 10, ""z"": 4, ""x"": 4, ""barrier"": 4, ""measure"": 4, ""y"": 2, ""cz"": 1}",7,4,0,0,False,False,4,16,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,25
completed,25,13,61,"{""h"": 18, ""cx"": 13, ""y"": 6, ""s"": 6, ""sdg"": 6, ""measure"": 5, ""z"": 4, ""barrier"": 4, ""x"": 2, ""cz"": 1}",8,5,0,0,False,False,5,15,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,25
completed,25,5,25,"{""z"": 6, ""cx"": 5, ""h"": 4, ""barrier"": 4, ""s"": 3, ""sdg"": 3, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,7,simulation,target_depth_experiment,"{""0"": 1024}",1.0,25
completed,25,7,40,"{""h"": 14, ""cx"": 7, ""x"": 6, ""z"": 4, ""barrier"": 4, ""y"": 2, ""s"": 2, ""sdg"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,12,simulation,target_depth_experiment,"{""00"": 1024}",1.0,25
completed,25,9,51,"{""h"": 14, ""cx"": 9, ""y"": 6, ""z"": 6, ""x"": 4, ""sdg"": 4, ""s"": 4, ""barrier"": 4, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,15,simulation,target_depth_experiment,"{""000"": 1024}",1.0,25
completed,25,11,58,"{""h"": 14, ""cx"": 11, ""z"": 10, ""y"": 10, ""x"": 6, ""barrier"": 4, ""measure"": 4, ""sdg"": 1, ""cz"": 1, ""s"": 1}",7,4,0,0,False,False,4,16,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,25
completed,25,13,61,"{""h"": 16, ""cx"": 13, ""z"": 8, ""s"": 5, ""sdg"": 5, ""measure"": 5, ""y"": 4, ""x"": 4, ""barrier"": 4, ""cz"": 1}",8,5,0,0,False,False,5,15,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,25
completed,27,5,27,"{""h"": 6, ""cx"": 5, ""sdg"": 4, ""s"": 4, ""barrier"": 4, ""y"": 2, ""x"": 2, ""z"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,8,simulation,target_depth_experiment,"{""0"": 1024}",1.0,27
completed,27,7,44,"{""h"": 14, ""cx"": 7, ""x"": 6, ""y"": 6, ""barrier"": 4, ""sdg"": 3, ""s"": 3, ""z"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,14,simulation,target_depth_experiment,"{""00"": 1024}",1.0,27
completed,27,9,57,"{""h"": 16, ""z"": 12, ""cx"": 9, ""y"": 4, ""s"": 4, ""sdg"": 4, ""x"": 4, ""barrier"": 4, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,18,simulation,target_depth_experiment,"{""000"": 1024}",1.0,27
completed,27,11,66,"{""h"": 16, ""cx"": 11, ""z"": 10, ""y"": 8, ""x"": 6, ""sdg"": 5, ""s"": 5, ""barrier"": 4, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,20,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,27
completed,27,13,71,"{""h"": 16, ""cx"": 13, ""z"": 12, ""s"": 7, ""sdg"": 7, ""y"": 6, ""measure"": 5, ""x"": 4, ""barrier"": 4, ""cz"": 1}",8,5,0,0,False,False,5,20,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,27
completed,27,5,27,"{""h"": 6, ""cx"": 5, ""y"": 4, ""barrier"": 4, ""sdg"": 3, ""s"": 3, ""z"": 2, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,8,simulation,target_depth_experiment,"{""0"": 1024}",1.0,27
completed,27,7,44,"{""h"": 14, ""z"": 8, ""cx"": 7, ""y"": 6, ""barrier"": 4, ""sdg"": 2, ""s"": 2, ""x"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,14,simulation,target_depth_experiment,"{""00"": 1024}",1.0,27
completed,27,9,57,"{""h"": 12, ""cx"": 9, ""sdg"": 8, ""s"": 8, ""y"": 8, ""x"": 8, ""barrier"": 4, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,18,simulation,target_depth_experiment,"{""000"": 1024}",1.0,27
completed,27,11,66,"{""x"": 14, ""cx"": 11, ""h"": 10, ""y"": 10, ""z"": 8, ""s"": 4, ""sdg"": 4, ""barrier"": 4, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,20,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,27
completed,27,13,71,"{""h"": 24, ""cx"": 13, ""x"": 8, ""z"": 6, ""sdg"": 5, ""s"": 5, ""measure"": 5, ""y"": 4, ""barrier"": 4, ""cz"": 1}",8,5,0,0,False,False,5,20,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,27
completed,29,5,29,"{""h"": 8, ""cx"": 5, ""sdg"": 4, ""s"": 4, ""barrier"": 4, ""x"": 2, ""z"": 2, ""y"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,9,simulation,target_depth_experiment,"{""0"": 1024}",1.0,29
completed,29,7,48,"{""h"": 10, ""x"": 10, ""cx"": 7, ""z"": 6, ""sdg"": 4, ""s"": 4, ""y"": 4, ""barrier"": 4, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,16,simulation,target_depth_experiment,"{""00"": 1024}",1.0,29
completed,29,9,63,"{""h"": 18, ""cx"": 9, ""z"": 8, ""y"": 8, ""sdg"": 6, ""s"": 6, ""x"": 4, ""barrier"": 4, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,21,simulation,target_depth_experiment,"{""000"": 1024}",1.0,29
completed,29,11,74,"{""s"": 13, ""sdg"": 13, ""h"": 12, ""cx"": 11, ""y"": 10, ""x"": 6, ""z"": 4, ""barrier"": 4, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,24,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,29
completed,29,13,81,"{""h"": 26, ""cx"": 13, ""s"": 11, ""sdg"": 11, ""y"": 6, ""z"": 6, ""measure"": 5, ""barrier"": 4, ""x"": 2, ""cz"": 1}",8,5,0,0,False,False,5,25,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,29
completed,29,5,29,"{""cx"": 5, ""h"": 4, ""sdg"": 4, ""z"": 4, ""y"": 4, ""barrier"": 4, ""s"": 4, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,9,simulation,target_depth_experiment,"{""0"": 1024}",1.0,29
completed,29,7,48,"{""h"": 14, ""y"": 8, ""cx"": 7, ""x"": 4, ""z"": 4, ""s"": 4, ""sdg"": 4, ""barrier"": 4, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,16,simulation,target_depth_experiment,"{""00"": 1024}",1.0,29
completed,29,9,63,"{""h"": 16, ""z"": 12, ""cx"": 9, ""s"": 8, ""sdg"": 8, ""y"": 6, ""barrier"": 4, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,21,simulation,target_depth_experiment,"{""000"": 1024}",1.0,29
completed,29,11,74,"{""h"": 24, ""cx"": 11, ""x"": 10, ""s"": 9, ""sdg"": 9, ""z"": 4, ""barrier"": 4, ""measure"": 4, ""y"": 2, ""cz"": 1}",7,4,0,0,False,False,4,24,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,29
completed,29,13,81,"{""h"": 20, ""cx"": 13, ""sdg"": 11, ""s"": 11, ""x"": 8, ""z"": 8, ""measure"": 5, ""y"": 4, ""barrier"": 4, ""cz"": 1}",8,5,0,0,False,False,5,25,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,29
completed,31,5,31,"{""h"": 6, ""cx"": 5, ""y"": 4, ""x"": 4, ""z"": 4, ""barrier"": 4, ""sdg"": 3, ""s"": 3, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,10,simulation,target_depth_experiment,"{""0"": 1024}",1.0,31
completed,31,7,52,"{""z"": 10, ""y"": 10, ""cx"": 7, ""h"": 6, ""s"": 6, ""sdg"": 6, ""x"": 4, ""barrier"": 4, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,18,simulation,target_depth_experiment,"{""00"": 1024}",1.0,31
completed,31,9,69,"{""h"": 16, ""x"": 12, ""cx"": 9, ""z"": 8, ""y"": 8, ""sdg"": 6, ""s"": 6, ""barrier"": 4, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,24,simulation,target_depth_experiment,"{""000"": 1024}",1.0,31
completed,31,11,82,"{""h"": 22, ""y"": 12, ""cx"": 11, ""s"": 10, ""sdg"": 10, ""z"": 8, ""x"": 4, ""barrier"": 4, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,28,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,31
completed,31,13,91,"{""h"": 20, ""x"": 18, ""y"": 14, ""cx"": 13, ""s"": 7, ""sdg"": 7, ""z"": 6, ""measure"": 5, ""barrier"": 4, ""cz"": 1}",8,5,0,0,False,False,5,30,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,31
completed,31,5,31,"{""h"": 8, ""cx"": 5, ""sdg"": 5, ""s"": 5, ""barrier"": 4, ""z"": 2, ""y"": 2, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,10,simulation,target_depth_experiment,"{""0"": 1024}",1.0,31
completed,31,7,52,"{""h"": 14, ""cx"": 7, ""sdg"": 7, ""s"": 7, ""y"": 6, ""x"": 4, ""z"": 4, ""barrier"": 4, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,18,simulation,target_depth_experiment,"{""00"": 1024}",1.0,31
completed,31,9,69,"{""h"": 20, ""sdg"": 14, ""s"": 14, ""cx"": 9, ""x"": 6, ""barrier"": 4, ""measure"": 3, ""y"": 2, ""cz"": 1}",6,3,0,0,False,False,3,24,simulation,target_depth_experiment,"{""000"": 1024}",1.0,31
